date,maxtemp,mintemp,avgtemp,precipitation,snowfall,latitude,longitude
2013-09-06 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-07 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-08 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-09 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-10 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-11 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-12 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-13 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-14 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-15 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-16 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-17 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-18 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-19 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-20 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-21 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-22 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-23 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-24 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-25 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-26 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-27 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-28 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-29 00:00:00,-,-,-,-,-,40.84,-73.85
2013-09-30 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-01 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-02 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-03 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-04 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-05 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-06 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-07 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-08 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-09 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-10 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-11 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-12 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-13 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-14 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-15 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-16 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-17 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-18 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-19 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-20 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-21 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-22 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-23 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-24 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-25 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-26 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-27 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-28 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-29 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-30 00:00:00,-,-,-,-,-,40.84,-73.85
2013-10-31 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-01 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-02 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-03 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-04 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-05 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-06 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-07 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-08 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-09 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-10 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-11 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-12 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-13 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-14 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-15 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-16 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-17 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-18 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-19 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-20 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-21 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-22 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-24 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-25 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-26 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-27 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-28 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-29 00:00:00,-,-,-,-,-,40.84,-73.85
2013-11-30 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-01 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-02 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-03 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-04 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-05 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-06 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-07 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-08 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-09 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-10 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-11 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-12 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-13 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-14 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-15 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-16 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-17 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-18 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-19 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-20 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-21 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-22 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-23 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-24 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-25 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-26 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-27 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-28 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-29 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-30 00:00:00,-,-,-,-,-,40.84,-73.85
2013-12-31 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-01 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-02 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-03 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-04 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-05 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-06 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-07 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-08 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-09 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-10 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-11 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-12 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-13 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-14 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-15 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-16 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-17 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-18 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-19 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-20 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-21 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-22 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-23 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-24 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-25 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-26 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-27 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-28 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-29 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-30 00:00:00,-,-,-,-,-,40.84,-73.85
2014-01-31 00:00:00,-,-,-,-,-,40.84,-73.85
2014-02-01 00:00:00,45,35,40,0,0,40.84,-73.85
2014-02-02 00:00:00,54,33,43.5,0,0,40.84,-73.85
2014-02-03 00:00:00,43,28,35.5,0.95,7.4,40.84,-73.85
2011-01-01 00:00:00,53,40,46.5,0,0,40.78,-73.97
2011-01-02 00:00:00,52,35,43.5,0.01,0,40.78,-73.97
2011-01-03 00:00:00,36,28,32,0,0,40.78,-73.97
2011-01-04 00:00:00,40,30,35,0,0,40.78,-73.97
2011-01-05 00:00:00,39,29,34,0,0,40.78,-73.97
2011-01-06 00:00:00,33,26,29.5,0,0,40.78,-73.97
2011-01-07 00:00:00,33,25,29,0.19,1.7,40.78,-73.97
2011-01-08 00:00:00,31,23,27,0,0,40.78,-73.97
2011-01-09 00:00:00,32,26,29,0,0,40.78,-73.97
2011-01-10 00:00:00,35,24,29.5,0,0,40.78,-73.97
2011-01-11 00:00:00,31,23,27,0.25,3,40.78,-73.97
2011-01-12 00:00:00,31,24,27.5,0.61,6.1,40.78,-73.97
2011-01-13 00:00:00,30,18,24,0,0,40.78,-73.97
2011-01-14 00:00:00,30,18,24,0,0,40.78,-73.97
2011-01-15 00:00:00,38,23,30.5,0,0,40.78,-73.97
2011-01-16 00:00:00,37,26,31.5,0,0,40.78,-73.97
2011-01-17 00:00:00,27,19,23,0,0,40.78,-73.97
2011-01-18 00:00:00,41,24,32.5,1.27,1,40.78,-73.97
2011-01-19 00:00:00,41,35,38,0.07,0,40.78,-73.97
2011-01-20 00:00:00,35,30,32.5,0,0,40.78,-73.97
2011-01-21 00:00:00,32,18,25,0.41,4.2,40.78,-73.97
2011-01-22 00:00:00,24,13,18.5,0,0,40.78,-73.97
2011-01-23 00:00:00,24,11,17.5,0,0,40.78,-73.97
2011-01-24 00:00:00,24,6,15,0,0,40.78,-73.97
2011-01-25 00:00:00,37,24,30.5,0.05,1,40.78,-73.97
2011-01-26 00:00:00,35,30,32.5,1.29,12.3,40.78,-73.97
2011-01-27 00:00:00,36,29,32.5,0.77,6.7,40.78,-73.97
2011-01-28 00:00:00,34,28,31,0,0,40.78,-73.97
2011-01-29 00:00:00,36,29,32.5,0.01,0,40.78,-73.97
2011-01-30 00:00:00,39,27,33,0,0,40.78,-73.97
2011-01-31 00:00:00,31,22,26.5,0,0,40.78,-73.97
2011-02-01 00:00:00,30,25,27.5,0.17,1.1,40.78,-73.97
2011-02-02 00:00:00,38,27,32.5,0.7,0.5,40.78,-73.97
2011-02-03 00:00:00,34,24,29,0,0,40.78,-73.97
2011-02-04 00:00:00,34,23,28.5,0,0,40.78,-73.97
2011-02-05 00:00:00,43,31,37,0.21,0,40.78,-73.97
2011-02-06 00:00:00,45,37,41,0,0,40.78,-73.97
2011-02-07 00:00:00,45,36,40.5,0.13,0,40.78,-73.97
2011-02-08 00:00:00,41,18,29.5,0.11,0,40.78,-73.97
2011-02-09 00:00:00,29,15,22,0,0,40.78,-73.97
2011-02-10 00:00:00,29,22,25.5,0,0,40.78,-73.97
2011-02-11 00:00:00,37,19,28,0,0,40.78,-73.97
2011-02-12 00:00:00,40,30,35,0,0,40.78,-73.97
2011-02-13 00:00:00,46,28,37,0,0,40.78,-73.97
2011-02-14 00:00:00,58,37,47.5,0,0,40.78,-73.97
2011-02-15 00:00:00,37,25,31,0,0,40.78,-73.97
2011-02-16 00:00:00,48,26,37,0,0,40.78,-73.97
2011-02-17 00:00:00,63,46,54.5,0,0,40.78,-73.97
2011-02-18 00:00:00,67,46,56.5,0,0,40.78,-73.97
2011-02-19 00:00:00,54,23,38.5,0,0,40.78,-73.97
2011-02-20 00:00:00,40,21,30.5,0,0,40.78,-73.97
2011-02-21 00:00:00,37,24,30.5,0.34,3.2,40.78,-73.97
2011-02-22 00:00:00,36,16,26,0,0,40.78,-73.97
2011-02-23 00:00:00,40,21,30.5,0,0,40.78,-73.97
2011-02-24 00:00:00,44,30,37,0.05,0,40.78,-73.97
2011-02-25 00:00:00,57,34,45.5,1.32,0,40.78,-73.97
2011-02-26 00:00:00,43,31,37,0,0,40.78,-73.97
2011-02-27 00:00:00,50,38,44,0,0,40.78,-73.97
2011-02-28 00:00:00,60,40,50,0.44,0,40.78,-73.97
2011-03-01 00:00:00,46,33,39.5,0,0,40.78,-73.97
2011-03-02 00:00:00,53,25,39,0,0,40.78,-73.97
2011-03-03 00:00:00,33,20,26.5,0,0,40.78,-73.97
2011-03-04 00:00:00,41,27,34,0,0,40.78,-73.97
2011-03-05 00:00:00,61,41,51,0.01,0,40.78,-73.97
2011-03-06 00:00:00,54,50,52,2.02,0,40.78,-73.97
2011-03-07 00:00:00,53,34,43.5,0.08,0,40.78,-73.97
2011-03-08 00:00:00,48,29,38.5,0,0,40.78,-73.97
2011-03-09 00:00:00,45,34,39.5,0,0,40.78,-73.97
2011-03-10 00:00:00,53,38,45.5,1.07,0,40.78,-73.97
2011-03-11 00:00:00,55,40,47.5,0.91,0,40.78,-73.97
2011-03-12 00:00:00,56,38,47,0,0,40.78,-73.97
2011-03-13 00:00:00,53,41,47,0,0,40.78,-73.97
2011-03-14 00:00:00,45,37,41,0,0,40.78,-73.97
2011-03-15 00:00:00,47,34,40.5,0,0,40.78,-73.97
2011-03-16 00:00:00,57,38,47.5,0.56,0,40.78,-73.97
2011-03-17 00:00:00,65,44,54.5,0,0,40.78,-73.97
2011-03-18 00:00:00,77,51,64,0,0,40.78,-73.97
2011-03-19 00:00:00,59,38,48.5,0,0,40.78,-73.97
2011-03-20 00:00:00,51,34,42.5,0,0,40.78,-73.97
2011-03-21 00:00:00,45,36,40.5,0.44,0,40.78,-73.97
2011-03-22 00:00:00,50,40,45,0,0,40.78,-73.97
2011-03-23 00:00:00,40,32,36,0.87,0,40.78,-73.97
2011-03-24 00:00:00,44,30,37,0.09,1,40.78,-73.97
2011-03-25 00:00:00,42,28,35,0,0,40.78,-73.97
2011-03-26 00:00:00,40,26,33,0,0,40.78,-73.97
2011-03-27 00:00:00,45,28,36.5,0,0,40.78,-73.97
2011-03-28 00:00:00,45,26,35.5,0,0,40.78,-73.97
2011-03-29 00:00:00,49,31,40,0,0,40.78,-73.97
2011-03-30 00:00:00,53,36,44.5,0.01,0,40.78,-73.97
2011-03-31 00:00:00,43,37,40,0.13,0,40.78,-73.97
2011-04-01 00:00:00,44,35,39.5,0.18,0,40.78,-73.97
2011-04-02 00:00:00,55,38,46.5,0,0,40.78,-73.97
2011-04-03 00:00:00,58,42,50,0,0,40.78,-73.97
2011-04-04 00:00:00,63,43,53,0.06,0,40.78,-73.97
2011-04-05 00:00:00,67,41,54,0.16,0,40.78,-73.97
2011-04-06 00:00:00,55,38,46.5,0.09,0,40.78,-73.97
2011-04-07 00:00:00,52,42,47,0.02,0,40.78,-73.97
2011-04-08 00:00:00,49,42,45.5,0,0,40.78,-73.97
2011-04-09 00:00:00,58,40,49,0,0,40.78,-73.97
2011-04-10 00:00:00,56,46,51,0,0,40.78,-73.97
2011-04-11 00:00:00,81,50,65.5,0,0,40.78,-73.97
2011-04-12 00:00:00,72,45,58.5,1.09,0,40.78,-73.97
2011-04-13 00:00:00,50,43,46.5,0.38,0,40.78,-73.97
2011-04-14 00:00:00,69,48,58.5,0,0,40.78,-73.97
2011-04-15 00:00:00,56,41,48.5,0,0,40.78,-73.97
2011-04-16 00:00:00,55,41,48,1.45,0,40.78,-73.97
2011-04-17 00:00:00,61,50,55.5,0.33,0,40.78,-73.97
2011-04-18 00:00:00,63,47,55,0,0,40.78,-73.97
2011-04-19 00:00:00,53,47,50,0.03,0,40.78,-73.97
2011-04-20 00:00:00,65,45,55,0,0,40.78,-73.97
2011-04-21 00:00:00,63,43,53,0,0,40.78,-73.97
2011-04-22 00:00:00,51,40,45.5,0,0,40.78,-73.97
2011-04-23 00:00:00,61,43,52,0.75,0,40.78,-73.97
2011-04-24 00:00:00,80,54,67,0.5,0,40.78,-73.97
2011-04-25 00:00:00,75,56,65.5,0,0,40.78,-73.97
2011-04-26 00:00:00,83,54,68.5,0,0,40.78,-73.97
2011-04-27 00:00:00,75,61,68,0,0,40.78,-73.97
2011-04-28 00:00:00,72,61,66.5,0.31,0,40.78,-73.97
2011-04-29 00:00:00,69,54,61.5,0,0,40.78,-73.97
2011-04-30 00:00:00,67,50,58.5,0,0,40.78,-73.97
2011-05-01 00:00:00,69,50,59.5,0,0,40.78,-73.97
2011-05-02 00:00:00,63,50,56.5,0,0,40.78,-73.97
2011-05-03 00:00:00,75,55,65,0,0,40.78,-73.97
2011-05-04 00:00:00,64,46,55,0.5,0,40.78,-73.97
2011-05-05 00:00:00,65,46,55.5,0,0,40.78,-73.97
2011-05-06 00:00:00,72,50,61,0,0,40.78,-73.97
2011-05-07 00:00:00,72,55,63.5,0,0,40.78,-73.97
2011-05-08 00:00:00,74,52,63,0,0,40.78,-73.97
2011-05-09 00:00:00,71,54,62.5,0,0,40.78,-73.97
2011-05-10 00:00:00,75,53,64,0,0,40.78,-73.97
2011-05-11 00:00:00,71,52,61.5,0,0,40.78,-73.97
2011-05-12 00:00:00,74,52,63,0,0,40.78,-73.97
2011-05-13 00:00:00,67,52,59.5,0,0,40.78,-73.97
2011-05-14 00:00:00,64,57,60.5,0,0,40.78,-73.97
2011-05-15 00:00:00,69,58,63.5,0.89,0,40.78,-73.97
2011-05-16 00:00:00,62,53,57.5,0.17,0,40.78,-73.97
2011-05-17 00:00:00,60,52,56,0.67,0,40.78,-73.97
2011-05-18 00:00:00,67,54,60.5,2.18,0,40.78,-73.97
2011-05-19 00:00:00,75,60,67.5,0,0,40.78,-73.97
2011-05-20 00:00:00,64,57,60.5,0.24,0,40.78,-73.97
2011-05-21 00:00:00,78,55,66.5,0.07,0,40.78,-73.97
2011-05-22 00:00:00,58,54,56,0,0,40.78,-73.97
2011-05-23 00:00:00,67,55,61,0.1,0,40.78,-73.97
2011-05-24 00:00:00,81,66,73.5,0,0,40.78,-73.97
2011-05-25 00:00:00,84,65,74.5,0,0,40.78,-73.97
2011-05-26 00:00:00,78,64,71,0,0,40.78,-73.97
2011-05-27 00:00:00,83,65,74,0,0,40.78,-73.97
2011-05-28 00:00:00,84,67,75.5,0,0,40.78,-73.97
2011-05-29 00:00:00,82,67,74.5,0,0,40.78,-73.97
2011-05-30 00:00:00,86,70,78,0.29,0,40.78,-73.97
2011-05-31 00:00:00,89,69,79,0,0,40.78,-73.97
2011-06-01 00:00:00,90,69,79.5,0,0,40.78,-73.97
2011-06-02 00:00:00,80,62,71,0,0,40.78,-73.97
2011-06-03 00:00:00,76,57,66.5,0,0,40.78,-73.97
2011-06-04 00:00:00,75,59,67,0,0,40.78,-73.97
2011-06-05 00:00:00,70,56,63,0,0,40.78,-73.97
2011-06-06 00:00:00,81,60,70.5,0,0,40.78,-73.97
2011-06-07 00:00:00,87,66,76.5,0,0,40.78,-73.97
2011-06-08 00:00:00,94,73,83.5,0,0,40.78,-73.97
2011-06-09 00:00:00,95,69,82,0.07,0,40.78,-73.97
2011-06-10 00:00:00,87,70,78.5,0,0,40.78,-73.97
2011-06-11 00:00:00,72,59,65.5,0.55,0,40.78,-73.97
2011-06-12 00:00:00,74,58,66,0.05,0,40.78,-73.97
2011-06-13 00:00:00,73,60,66.5,0.05,0,40.78,-73.97
2011-06-14 00:00:00,72,58,65,0.05,0,40.78,-73.97
2011-06-15 00:00:00,83,56,69.5,0,0,40.78,-73.97
2011-06-16 00:00:00,84,62,73,0,0,40.78,-73.97
2011-06-17 00:00:00,76,64,70,1.82,0,40.78,-73.97
2011-06-18 00:00:00,83,64,73.5,0,0,40.78,-73.97
2011-06-19 00:00:00,83,69,76,0,0,40.78,-73.97
2011-06-20 00:00:00,81,67,74,0,0,40.78,-73.97
2011-06-21 00:00:00,82,70,76,0,0,40.78,-73.97
2011-06-22 00:00:00,80,71,75.5,0.27,0,40.78,-73.97
2011-06-23 00:00:00,71,66,68.5,0.26,0,40.78,-73.97
2011-06-24 00:00:00,70,65,67.5,0.03,0,40.78,-73.97
2011-06-25 00:00:00,80,64,72,0,0,40.78,-73.97
2011-06-26 00:00:00,79,66,72.5,0,0,40.78,-73.97
2011-06-27 00:00:00,82,66,74,0,0,40.78,-73.97
2011-06-28 00:00:00,83,72,77.5,0,0,40.78,-73.97
2011-06-29 00:00:00,82,69,75.5,0.1,0,40.78,-73.97
2011-06-30 00:00:00,82,65,73.5,0,0,40.78,-73.97
2011-07-01 00:00:00,83,63,73,0,0,40.78,-73.97
2011-07-02 00:00:00,86,68,77,0,0,40.78,-73.97
2011-07-03 00:00:00,74,69,71.5,0.84,0,40.78,-73.97
2011-07-04 00:00:00,86,70,78,0,0,40.78,-73.97
2011-07-05 00:00:00,87,70,78.5,0,0,40.78,-73.97
2011-07-06 00:00:00,89,73,81,0,0,40.78,-73.97
2011-07-07 00:00:00,92,74,83,0,0,40.78,-73.97
2011-07-08 00:00:00,85,68,76.5,0.4,0,40.78,-73.97
2011-07-09 00:00:00,88,67,77.5,0,0,40.78,-73.97
2011-07-10 00:00:00,86,68,77,0,0,40.78,-73.97
2011-07-11 00:00:00,91,74,82.5,0,0,40.78,-73.97
2011-07-12 00:00:00,93,78,85.5,0,0,40.78,-73.97
2011-07-13 00:00:00,86,69,77.5,0.11,0,40.78,-73.97
2011-07-14 00:00:00,84,64,74,0,0,40.78,-73.97
2011-07-15 00:00:00,87,66,76.5,0,0,40.78,-73.97
2011-07-16 00:00:00,90,70,80,0,0,40.78,-73.97
2011-07-17 00:00:00,91,72,81.5,0,0,40.78,-73.97
2011-07-18 00:00:00,95,75,85,0.11,0,40.78,-73.97
2011-07-19 00:00:00,94,75,84.5,0,0,40.78,-73.97
2011-07-20 00:00:00,89,75,82,0,0,40.78,-73.97
2011-07-21 00:00:00,97,75,86,0,0,40.78,-73.97
2011-07-22 00:00:00,104,84,94,0,0,40.78,-73.97
2011-07-23 00:00:00,100,83,91.5,0,0,40.78,-73.97
2011-07-24 00:00:00,91,78,84.5,0.03,0,40.78,-73.97
2011-07-25 00:00:00,80,68,74,0.32,0,40.78,-73.97
2011-07-26 00:00:00,90,69,79.5,0.14,0,40.78,-73.97
2011-07-27 00:00:00,84,68,76,0,0,40.78,-73.97
2011-07-28 00:00:00,87,71,79,0,0,40.78,-73.97
2011-07-29 00:00:00,84,71,77.5,1.08,0,40.78,-73.97
2011-07-30 00:00:00,91,74,82.5,0,0,40.78,-73.97
2011-07-31 00:00:00,91,71,81,0,0,40.78,-73.97
2011-08-01 00:00:00,94,71,82.5,0.02,0,40.78,-73.97
2011-08-02 00:00:00,91,73,82,0,0,40.78,-73.97
2011-08-03 00:00:00,88,67,77.5,0.76,0,40.78,-73.97
2011-08-04 00:00:00,84,67,75.5,0,0,40.78,-73.97
2011-08-05 00:00:00,86,70,78,0,0,40.78,-73.97
2011-08-06 00:00:00,85,72,78.5,0.19,0,40.78,-73.97
2011-08-07 00:00:00,89,73,81,0.16,0,40.78,-73.97
2011-08-08 00:00:00,90,74,82,0,0,40.78,-73.97
2011-08-09 00:00:00,83,71,77,2.09,0,40.78,-73.97
2011-08-10 00:00:00,86,70,78,0,0,40.78,-73.97
2011-08-11 00:00:00,82,69,75.5,0,0,40.78,-73.97
2011-08-12 00:00:00,84,64,74,0,0,40.78,-73.97
2011-08-13 00:00:00,85,69,77,0,0,40.78,-73.97
2011-08-14 00:00:00,72,67,69.5,5.81,0,40.78,-73.97
2011-08-15 00:00:00,77,68,72.5,0.56,0,40.78,-73.97
2011-08-16 00:00:00,78,65,71.5,0.02,0,40.78,-73.97
2011-08-17 00:00:00,86,66,76,0,0,40.78,-73.97
2011-08-18 00:00:00,83,67,75,0.07,0,40.78,-73.97
2011-08-19 00:00:00,84,65,74.5,1.24,0,40.78,-73.97
2011-08-20 00:00:00,85,64,74.5,0,0,40.78,-73.97
2011-08-21 00:00:00,84,70,77,0.67,0,40.78,-73.97
2011-08-22 00:00:00,77,65,71,0,0,40.78,-73.97
2011-08-23 00:00:00,79,61,70,0,0,40.78,-73.97
2011-08-24 00:00:00,80,67,73.5,0,0,40.78,-73.97
2011-08-25 00:00:00,78,72,75,0.49,0,40.78,-73.97
2011-08-26 00:00:00,83,71,77,0,0,40.78,-73.97
2011-08-27 00:00:00,78,71,74.5,2.88,0,40.78,-73.97
2011-08-28 00:00:00,75,65,70,3.99,0,40.78,-73.97
2011-08-29 00:00:00,77,59,68,0,0,40.78,-73.97
2011-08-30 00:00:00,82,61,71.5,0,0,40.78,-73.97
2011-08-31 00:00:00,85,63,74,0,0,40.78,-73.97
2011-09-01 00:00:00,83,66,74.5,0,0,40.78,-73.97
2011-09-02 00:00:00,78,65,71.5,0,0,40.78,-73.97
2011-09-03 00:00:00,83,66,74.5,0,0,40.78,-73.97
2011-09-04 00:00:00,86,72,79,0,0,40.78,-73.97
2011-09-05 00:00:00,81,72,76.5,0,0,40.78,-73.97
2011-09-06 00:00:00,75,60,67.5,3.22,0,40.78,-73.97
2011-09-07 00:00:00,68,62,65,1.21,0,40.78,-73.97
2011-09-08 00:00:00,79,63,71,0.9,0,40.78,-73.97
2011-09-09 00:00:00,84,67,75.5,0,0,40.78,-73.97
2011-09-10 00:00:00,80,68,74,0,0,40.78,-73.97
2011-09-11 00:00:00,71,64,67.5,0.01,0,40.78,-73.97
2011-09-12 00:00:00,80,66,73,0,0,40.78,-73.97
2011-09-13 00:00:00,82,67,74.5,0,0,40.78,-73.97
2011-09-14 00:00:00,85,70,77.5,0,0,40.78,-73.97
2011-09-15 00:00:00,76,53,64.5,0.07,0,40.78,-73.97
2011-09-16 00:00:00,65,51,58,0,0,40.78,-73.97
2011-09-17 00:00:00,65,53,59,0,0,40.78,-73.97
2011-09-18 00:00:00,68,53,60.5,0,0,40.78,-73.97
2011-09-19 00:00:00,68,52,60,0,0,40.78,-73.97
2011-09-20 00:00:00,68,61,64.5,0.06,0,40.78,-73.97
2011-09-21 00:00:00,73,63,68,0.06,0,40.78,-73.97
2011-09-22 00:00:00,80,68,74,0.02,0,40.78,-73.97
2011-09-23 00:00:00,73,69,71,2.61,0,40.78,-73.97
2011-09-24 00:00:00,76,70,73,0,0,40.78,-73.97
2011-09-25 00:00:00,80,70,75,0,0,40.78,-73.97
2011-09-26 00:00:00,80,68,74,0,0,40.78,-73.97
2011-09-27 00:00:00,77,69,73,0,0,40.78,-73.97
2011-09-28 00:00:00,74,68,71,0.11,0,40.78,-73.97
