date,maxtemp,mintemp,avgtemp,precipitation,snowfall,latitude,longitude
2011-01-01 00:00:00,51,38,44.5,0,0,40.84,-73.85
2011-01-02 00:00:00,52,38,45,0.01,0,40.84,-73.85
2011-01-03 00:00:00,38,29,33.5,0,0,40.84,-73.85
2011-01-04 00:00:00,42,32,37,0,0,40.84,-73.85
2011-01-05 00:00:00,40,32,36,0,0,40.84,-73.85
2011-01-06 00:00:00,33,29,31,0,0,40.84,-73.85
2011-01-07 00:00:00,36,29,32.5,0.2,2,40.84,-73.85
2011-01-08 00:00:00,32,26,29,0.01,0.1,40.84,-73.85
2011-01-09 00:00:00,34,28,31,0,0,40.84,-73.85
2011-01-10 00:00:00,36,27,31.5,0,0,40.84,-73.85
2011-01-11 00:00:00,31,25,28,0.22,2.7,40.84,-73.85
2011-01-12 00:00:00,34,26,30,0.38,6.3,40.84,-73.85
2011-01-13 00:00:00,31,20,25.5,0,0,40.84,-73.85
2011-01-14 00:00:00,30,20,25,0,0,40.84,-73.85
2011-01-15 00:00:00,39,25,32,0,0,40.84,-73.85
2011-01-16 00:00:00,37,27,32,0,0,40.84,-73.85
2011-01-17 00:00:00,27,22,24.5,0,0,40.84,-73.85
2011-01-18 00:00:00,42,26,34,1,2.2,40.84,-73.85
2011-01-19 00:00:00,42,36,39,0.07,0,40.84,-73.85
2011-01-20 00:00:00,36,31,33.5,0,0,40.84,-73.85
2011-01-21 00:00:00,34,20,27,0.37,4,40.84,-73.85
2011-01-22 00:00:00,26,16,21,0,0,40.84,-73.85
2011-01-23 00:00:00,26,13,19.5,0,0,40.84,-73.85
2011-01-24 00:00:00,25,9,17,0,0,40.84,-73.85
2011-01-25 00:00:00,37,25,31,0.07,1.5,40.84,-73.85
2011-01-26 00:00:00,35,30,32.5,0.99,10.6,40.84,-73.85
2011-01-27 00:00:00,38,31,34.5,0.58,6.2,40.84,-73.85
2011-01-28 00:00:00,36,30,33,0.01,0.1,40.84,-73.85
2011-01-29 00:00:00,37,30,33.5,0,0.1,40.84,-73.85
2011-01-30 00:00:00,40,30,35,0,0,40.84,-73.85
2011-01-31 00:00:00,32,25,28.5,0,0,40.84,-73.85
2011-02-01 00:00:00,31,26,28.5,0.2,1,40.84,-73.85
2011-02-02 00:00:00,39,27,33,0.72,0.7,40.84,-73.85
2011-02-03 00:00:00,35,26,30.5,0,0,40.84,-73.85
2011-02-04 00:00:00,35,25,30,0,0,40.84,-73.85
2011-02-05 00:00:00,42,31,36.5,0.18,0,40.84,-73.85
2011-02-06 00:00:00,45,38,41.5,0,0,40.84,-73.85
2011-02-07 00:00:00,46,34,40,0.1,0,40.84,-73.85
2011-02-08 00:00:00,41,21,31,0.14,0,40.84,-73.85
2011-02-09 00:00:00,32,17,24.5,0,0,40.84,-73.85
2011-02-10 00:00:00,30,24,27,0,0,40.84,-73.85
2011-02-11 00:00:00,39,22,30.5,0,0,40.84,-73.85
2011-02-12 00:00:00,41,29,35,0,0,40.84,-73.85
2011-02-13 00:00:00,47,30,38.5,0,0,40.84,-73.85
2011-02-14 00:00:00,58,39,48.5,0,0,40.84,-73.85
2011-02-15 00:00:00,39,28,33.5,0,0,40.84,-73.85
2011-02-16 00:00:00,47,28,37.5,0,0,40.84,-73.85
2011-02-17 00:00:00,62,46,54,0,0,40.84,-73.85
2011-02-18 00:00:00,67,43,55,0,0,40.84,-73.85
2011-02-19 00:00:00,55,25,40,0,0,40.84,-73.85
2011-02-20 00:00:00,40,23,31.5,0,0,40.84,-73.85
2011-02-21 00:00:00,39,26,32.5,0.38,4.5,40.84,-73.85
2011-02-22 00:00:00,35,19,27,0,0,40.84,-73.85
2011-02-23 00:00:00,41,24,32.5,0,0,40.84,-73.85
2011-02-24 00:00:00,44,27,35.5,0.02,0,40.84,-73.85
2011-02-25 00:00:00,53,35,44,1.44,0,40.84,-73.85
2011-02-26 00:00:00,43,32,37.5,0,0,40.84,-73.85
2011-02-27 00:00:00,51,37,44,0,0,40.84,-73.85
2011-02-28 00:00:00,60,41,50.5,0.46,0,40.84,-73.85
2011-03-01 00:00:00,45,35,40,0,0,40.84,-73.85
2011-03-02 00:00:00,55,27,41,0,0,40.84,-73.85
2011-03-03 00:00:00,33,21,27,0,0,40.84,-73.85
2011-03-04 00:00:00,43,28,35.5,0,0,40.84,-73.85
2011-03-05 00:00:00,60,39,49.5,0.02,0,40.84,-73.85
2011-03-06 00:00:00,56,49,52.5,2.33,0,40.84,-73.85
2011-03-07 00:00:00,55,36,45.5,0.11,0,40.84,-73.85
2011-03-08 00:00:00,48,31,39.5,0,0,40.84,-73.85
2011-03-09 00:00:00,46,35,40.5,0.01,0,40.84,-73.85
2011-03-10 00:00:00,54,39,46.5,1.49,0,40.84,-73.85
2011-03-11 00:00:00,57,43,50,1.17,0,40.84,-73.85
2011-03-12 00:00:00,57,40,48.5,0,0,40.84,-73.85
2011-03-13 00:00:00,52,43,47.5,0,0,40.84,-73.85
2011-03-14 00:00:00,46,40,43,0,0,40.84,-73.85
2011-03-15 00:00:00,48,36,42,0,0,40.84,-73.85
2011-03-16 00:00:00,56,39,47.5,0.46,0,40.84,-73.85
2011-03-17 00:00:00,64,46,55,0,0,40.84,-73.85
2011-03-18 00:00:00,77,52,64.5,0,0,40.84,-73.85
2011-03-19 00:00:00,61,41,51,0,0,40.84,-73.85
2011-03-20 00:00:00,49,36,42.5,0,0,40.84,-73.85
2011-03-21 00:00:00,45,37,41,0.45,0,40.84,-73.85
2011-03-22 00:00:00,51,42,46.5,0,0,40.84,-73.85
2011-03-23 00:00:00,43,35,39,0.52,0.2,40.84,-73.85
2011-03-24 00:00:00,45,32,38.5,0.1,1.1,40.84,-73.85
2011-03-25 00:00:00,44,31,37.5,0,0,40.84,-73.85
2011-03-26 00:00:00,41,28,34.5,0,0,40.84,-73.85
2011-03-27 00:00:00,45,29,37,0,0,40.84,-73.85
2011-03-28 00:00:00,47,29,38,0,0,40.84,-73.85
2011-03-29 00:00:00,49,34,41.5,0,0,40.84,-73.85
2011-03-30 00:00:00,53,39,46,0,0,40.84,-73.85
2011-03-31 00:00:00,44,38,41,0.14,0,40.84,-73.85
2011-04-01 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-02 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-03 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-04 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-05 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-06 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-07 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-08 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-09 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-10 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-11 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-12 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-13 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-14 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-15 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-16 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-17 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-18 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-19 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-20 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-21 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-22 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-23 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-24 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-25 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-26 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-27 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-28 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-29 00:00:00,-,-,-,-,-,40.84,-73.85
2011-04-30 00:00:00,-,-,-,-,-,40.84,-73.85
2011-05-01 00:00:00,69,51,60,0,0,40.84,-73.85
2011-05-02 00:00:00,63,51,57,0,0,40.84,-73.85
2011-05-03 00:00:00,70,55,62.5,0,0,40.84,-73.85
2011-05-04 00:00:00,65,49,57,0.54,0,40.84,-73.85
2011-05-05 00:00:00,66,48,57,0,0,40.84,-73.85
2011-05-06 00:00:00,72,53,62.5,0,0,40.84,-73.85
2011-05-07 00:00:00,72,56,64,0,0,40.84,-73.85
2011-05-08 00:00:00,72,55,63.5,0,0,40.84,-73.85
2011-05-09 00:00:00,71,57,64,0,0,40.84,-73.85
2011-05-10 00:00:00,74,56,65,0,0,40.84,-73.85
2011-05-11 00:00:00,69,56,62.5,0,0,40.84,-73.85
2011-05-12 00:00:00,74,55,64.5,0,0,40.84,-73.85
2011-05-13 00:00:00,67,54,60.5,0,0,40.84,-73.85
2011-05-14 00:00:00,66,58,62,0,0,40.84,-73.85
2011-05-15 00:00:00,70,58,64,0.64,0,40.84,-73.85
2011-05-16 00:00:00,64,54,59,0.02,0,40.84,-73.85
2011-05-17 00:00:00,58,54,56,1.24,0,40.84,-73.85
2011-05-18 00:00:00,63,55,59,1.76,0,40.84,-73.85
2011-05-19 00:00:00,70,58,64,0,0,40.84,-73.85
2011-05-20 00:00:00,68,59,63.5,0.12,0,40.84,-73.85
2011-05-21 00:00:00,76,57,66.5,0.11,0,40.84,-73.85
2011-05-22 00:00:00,60,55,57.5,0,0,40.84,-73.85
2011-05-23 00:00:00,66,56,61,0.31,0,40.84,-73.85
2011-05-24 00:00:00,83,64,73.5,0,0,40.84,-73.85
2011-05-25 00:00:00,85,67,76,0,0,40.84,-73.85
2011-05-26 00:00:00,82,63,72.5,0,0,40.84,-73.85
2011-05-27 00:00:00,84,64,74,0,0,40.84,-73.85
2011-05-28 00:00:00,85,67,76,0,0,40.84,-73.85
2011-05-29 00:00:00,84,67,75.5,0,0,40.84,-73.85
2011-05-30 00:00:00,88,71,79.5,0.29,0,40.84,-73.85
2011-05-31 00:00:00,88,71,79.5,0,0,40.84,-73.85
2011-06-01 00:00:00,91,70,80.5,0,0,40.84,-73.85
2011-06-02 00:00:00,82,64,73,0,0,40.84,-73.85
2011-06-03 00:00:00,78,59,68.5,0,0,40.84,-73.85
2011-06-04 00:00:00,77,60,68.5,0,0,40.84,-73.85
2011-06-05 00:00:00,70,58,64,0,0,40.84,-73.85
2011-06-06 00:00:00,81,63,72,0,0,40.84,-73.85
2011-06-07 00:00:00,90,68,79,0,0,40.84,-73.85
2011-06-08 00:00:00,96,76,86,0,0,40.84,-73.85
2011-06-09 00:00:00,97,71,84,0.16,0,40.84,-73.85
2011-06-10 00:00:00,87,72,79.5,0,0,40.84,-73.85
2011-06-11 00:00:00,72,60,66,0.43,0,40.84,-73.85
2011-06-12 00:00:00,72,59,65.5,0,0,40.84,-73.85
2011-06-13 00:00:00,74,61,67.5,0.04,0,40.84,-73.85
2011-06-14 00:00:00,70,61,65.5,0.09,0,40.84,-73.85
2011-06-15 00:00:00,83,60,71.5,0,0,40.84,-73.85
2011-06-16 00:00:00,87,64,75.5,0,0,40.84,-73.85
2011-06-17 00:00:00,80,65,72.5,2.53,0,40.84,-73.85
2011-06-18 00:00:00,85,64,74.5,0.01,0,40.84,-73.85
2011-06-19 00:00:00,83,71,77,0,0,40.84,-73.85
2011-06-20 00:00:00,81,67,74,0,0,40.84,-73.85
2011-06-21 00:00:00,85,73,79,0,0,40.84,-73.85
2011-06-22 00:00:00,80,72,76,0.14,0,40.84,-73.85
2011-06-23 00:00:00,72,67,69.5,0.51,0,40.84,-73.85
2011-06-24 00:00:00,68,66,67,0.03,0,40.84,-73.85
2011-06-25 00:00:00,82,65,73.5,0,0,40.84,-73.85
2011-06-26 00:00:00,82,69,75.5,0,0,40.84,-73.85
2011-06-27 00:00:00,85,69,77,0,0,40.84,-73.85
2011-06-28 00:00:00,85,73,79,0,0,40.84,-73.85
2011-06-29 00:00:00,83,71,77,0.17,0,40.84,-73.85
2011-06-30 00:00:00,83,67,75,0,0,40.84,-73.85
2011-07-01 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-02 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-03 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-04 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-05 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-06 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-07 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-08 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-09 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-10 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-11 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-12 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-13 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-14 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-15 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-16 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-17 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-18 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-19 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-20 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-21 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-22 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-23 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-24 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-25 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-26 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-27 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-28 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-29 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-30 00:00:00,-,-,-,-,-,40.84,-73.85
2011-07-31 00:00:00,-,-,-,-,-,40.84,-73.85
2011-08-01 00:00:00,92,74,83,0.29,0,40.84,-73.85
2011-08-02 00:00:00,90,75,82.5,0,0,40.84,-73.85
2011-08-03 00:00:00,86,70,78,0.86,0,40.84,-73.85
2011-08-04 00:00:00,83,69,76,0.01,0,40.84,-73.85
2011-08-05 00:00:00,87,72,79.5,0,0,40.84,-73.85
2011-08-06 00:00:00,84,74,79,0.11,0,40.84,-73.85
2011-08-07 00:00:00,91,74,82.5,0.33,0,40.84,-73.85
2011-08-08 00:00:00,90,75,82.5,0,0,40.84,-73.85
2011-08-09 00:00:00,82,72,77,1.82,0,40.84,-73.85
2011-08-10 00:00:00,86,72,79,0,0,40.84,-73.85
2011-08-11 00:00:00,82,71,76.5,0,0,40.84,-73.85
2011-08-12 00:00:00,84,69,76.5,0,0,40.84,-73.85
2011-08-13 00:00:00,87,71,79,0,0,40.84,-73.85
2011-08-14 00:00:00,75,70,72.5,5.05,0,40.84,-73.85
2011-08-15 00:00:00,77,70,73.5,0.23,0,40.84,-73.85
2011-08-16 00:00:00,79,65,72,0.01,0,40.84,-73.85
2011-08-17 00:00:00,86,70,78,0,0,40.84,-73.85
2011-08-18 00:00:00,85,73,79,0.03,0,40.84,-73.85
2011-08-19 00:00:00,86,67,76.5,0.57,0,40.84,-73.85
2011-08-20 00:00:00,86,68,77,0.01,0,40.84,-73.85
2011-08-21 00:00:00,85,72,78.5,0.53,0,40.84,-73.85
2011-08-22 00:00:00,78,68,73,0.01,0,40.84,-73.85
2011-08-23 00:00:00,79,65,72,0,0,40.84,-73.85
2011-08-24 00:00:00,81,69,75,0,0,40.84,-73.85
2011-08-25 00:00:00,81,74,77.5,0.6,0,40.84,-73.85
2011-08-26 00:00:00,85,73,79,0,0,40.84,-73.85
2011-08-27 00:00:00,78,73,75.5,2.33,0,40.84,-73.85
2011-08-28 00:00:00,76,67,71.5,3.63,0,40.84,-73.85
2011-08-29 00:00:00,79,62,70.5,0,0,40.84,-73.85
2011-08-30 00:00:00,81,63,72,0,0,40.84,-73.85
2011-08-31 00:00:00,84,66,75,0,0,40.84,-73.85
2011-09-01 00:00:00,84,69,76.5,0,0,40.84,-73.85
2011-09-02 00:00:00,78,66,72,0,0,40.84,-73.85
2011-09-03 00:00:00,85,69,77,0,0,40.84,-73.85
2011-09-04 00:00:00,88,74,81,0,0,40.84,-73.85
2011-09-05 00:00:00,83,74,78.5,0,0,40.84,-73.85
2011-09-06 00:00:00,75,62,68.5,2.89,0,40.84,-73.85
2011-09-07 00:00:00,68,63,65.5,1.17,0,40.84,-73.85
2011-09-08 00:00:00,76,64,70,1,0,40.84,-73.85
2011-09-09 00:00:00,85,67,76,0,0,40.84,-73.85
2011-09-10 00:00:00,80,70,75,0,0,40.84,-73.85
2011-09-11 00:00:00,74,65,69.5,0,0,40.84,-73.85
2011-09-12 00:00:00,82,68,75,0,0,40.84,-73.85
2011-09-13 00:00:00,85,70,77.5,0,0,40.84,-73.85
2011-09-14 00:00:00,87,73,80,0,0,40.84,-73.85
2011-09-15 00:00:00,77,55,66,0.08,0,40.84,-73.85
2011-09-16 00:00:00,67,52,59.5,0,0,40.84,-73.85
2011-09-17 00:00:00,64,54,59,0,0,40.84,-73.85
2011-09-18 00:00:00,68,56,62,0,0,40.84,-73.85
2011-09-19 00:00:00,68,54,61,0,0,40.84,-73.85
2011-09-20 00:00:00,69,62,65.5,0.06,0,40.84,-73.85
2011-09-21 00:00:00,76,63,69.5,0.03,0,40.84,-73.85
2011-09-22 00:00:00,82,70,76,0.04,0,40.84,-73.85
2011-09-23 00:00:00,73,71,72,2.46,0,40.84,-73.85
2011-09-24 00:00:00,77,71,74,0,0,40.84,-73.85
2011-09-25 00:00:00,80,71,75.5,0,0,40.84,-73.85
2011-09-26 00:00:00,82,70,76,0,0,40.84,-73.85
2011-09-27 00:00:00,78,70,74,0,0,40.84,-73.85
2011-09-28 00:00:00,74,69,71.5,0.3,0,40.84,-73.85
2011-09-29 00:00:00,75,64,69.5,0.56,0,40.84,-73.85
2011-09-30 00:00:00,77,61,69,0.59,0,40.84,-73.85
2011-10-01 00:00:00,67,51,59,0.29,0,40.84,-73.85
2011-10-02 00:00:00,66,50,58,0.02,0,40.84,-73.85
2011-10-03 00:00:00,60,52,56,0.03,0,40.84,-73.85
2011-10-04 00:00:00,65,51,58,0,0,40.84,-73.85
2011-10-05 00:00:00,73,56,64.5,0,0,40.84,-73.85
2011-10-06 00:00:00,68,51,59.5,0,0,40.84,-73.85
2011-10-07 00:00:00,66,51,58.5,0,0,40.84,-73.85
2011-10-08 00:00:00,78,55,66.5,0,0,40.84,-73.85
2011-10-09 00:00:00,84,59,71.5,0,0,40.84,-73.85
2011-10-10 00:00:00,82,63,72.5,0,0,40.84,-73.85
2011-10-11 00:00:00,72,64,68,0,0,40.84,-73.85
2011-10-12 00:00:00,64,60,62,0.06,0,40.84,-73.85
2011-10-13 00:00:00,66,60,63,0.15,0,40.84,-73.85
2011-10-14 00:00:00,71,60,65.5,0.66,0,40.84,-73.85
2011-10-15 00:00:00,67,57,62,0,0,40.84,-73.85
2011-10-16 00:00:00,68,57,62.5,0,0,40.84,-73.85
2011-10-17 00:00:00,67,59,63,0,0,40.84,-73.85
2011-10-18 00:00:00,70,57,63.5,0,0,40.84,-73.85
2011-10-19 00:00:00,64,61,62.5,0.89,0,40.84,-73.85
2011-10-20 00:00:00,69,57,63,0.02,0,40.84,-73.85
2011-10-21 00:00:00,59,52,55.5,0,0,40.84,-73.85
2011-10-22 00:00:00,62,50,56,0,0,40.84,-73.85
2011-10-23 00:00:00,60,53,56.5,0,0,40.84,-73.85
2011-10-24 00:00:00,63,50,56.5,0,0,40.84,-73.85
2011-10-25 00:00:00,63,53,58,0,0,40.84,-73.85
2011-10-26 00:00:00,63,52,57.5,0,0,40.84,-73.85
2011-10-27 00:00:00,61,40,50.5,0.63,0,40.84,-73.85
2011-10-28 00:00:00,50,39,44.5,0,0,40.84,-73.85
2011-10-29 00:00:00,46,34,40,1.85,3.3,40.84,-73.85
2011-10-30 00:00:00,47,35,41,0.01,0,40.84,-73.85
2011-10-31 00:00:00,54,36,45,0,0,40.84,-73.85
2011-11-01 00:00:00,55,46,50.5,0,0,40.84,-73.85
2011-11-02 00:00:00,58,41,49.5,0,0,40.84,-73.85
2011-11-03 00:00:00,62,46,54,0,0,40.84,-73.85
2011-11-04 00:00:00,54,43,48.5,0,0,40.84,-73.85
2011-11-05 00:00:00,50,38,44,0,0,40.84,-73.85
2011-11-06 00:00:00,57,38,47.5,0,0,40.84,-73.85
2011-11-07 00:00:00,64,47,55.5,0,0,40.84,-73.85
2011-11-08 00:00:00,68,51,59.5,0,0,40.84,-73.85
2011-11-09 00:00:00,66,50,58,0,0,40.84,-73.85
2011-11-10 00:00:00,66,50,58,0.01,0,40.84,-73.85
2011-11-11 00:00:00,50,44,47,0.01,0,40.84,-73.85
2011-11-12 00:00:00,58,41,49.5,0,0,40.84,-73.85
2011-11-13 00:00:00,60,48,54,0,0,40.84,-73.85
2011-11-14 00:00:00,70,55,62.5,0,0,40.84,-73.85
2011-11-15 00:00:00,66,60,63,0.01,0,40.84,-73.85
2011-11-16 00:00:00,60,56,58,0.69,0,40.84,-73.85
2011-11-17 00:00:00,56,42,49,0.12,0,40.84,-73.85
2011-11-18 00:00:00,47,38,42.5,0,0,40.84,-73.85
2011-11-19 00:00:00,53,41,47,0,0,40.84,-73.85
2011-11-20 00:00:00,65,51,58,0,0,40.84,-73.85
2011-11-21 00:00:00,60,47,53.5,0.13,0,40.84,-73.85
2011-11-22 00:00:00,51,44,47.5,1.3,0,40.84,-73.85
2011-11-23 00:00:00,54,41,47.5,0.4,0,40.84,-73.85
2011-11-24 00:00:00,54,39,46.5,0,0,40.84,-73.85
2011-11-25 00:00:00,62,45,53.5,0,0,40.84,-73.85
2011-11-26 00:00:00,65,46,55.5,0,0,40.84,-73.85
2011-11-27 00:00:00,63,43,53,0,0,40.84,-73.85
2011-11-28 00:00:00,68,56,62,0,0,40.84,-73.85
2011-11-29 00:00:00,67,53,60,0.42,0,40.84,-73.85
2011-11-30 00:00:00,54,44,49,0,0,40.84,-73.85
2011-12-01 00:00:00,51,39,45,0,0,40.84,-73.85
2011-12-02 00:00:00,53,38,45.5,0,0,40.84,-73.85
2011-12-03 00:00:00,47,38,42.5,0,0,40.84,-73.85
2011-12-04 00:00:00,55,40,47.5,0,0,40.84,-73.85
2011-12-05 00:00:00,58,47,52.5,0,0,40.84,-73.85
2011-12-06 00:00:00,62,53,57.5,0.27,0,40.84,-73.85
2011-12-07 00:00:00,62,44,53,1.61,0,40.84,-73.85
2011-12-08 00:00:00,46,39,42.5,0.28,0,40.84,-73.85
2011-12-09 00:00:00,52,37,44.5,0,0,40.84,-73.85
2011-12-10 00:00:00,48,35,41.5,0,0,40.84,-73.85
2011-12-11 00:00:00,40,32,36,0,0,40.84,-73.85
2011-12-12 00:00:00,46,34,40,0,0,40.84,-73.85
2011-12-13 00:00:00,47,34,40.5,0,0,40.84,-73.85
2011-12-14 00:00:00,49,38,43.5,0,0,40.84,-73.85
2011-12-15 00:00:00,60,48,54,0,0,40.84,-73.85
2011-12-16 00:00:00,59,43,51,0,0,40.84,-73.85
2011-12-17 00:00:00,44,32,38,0,0,40.84,-73.85
2011-12-18 00:00:00,32,24,28,0,0,40.84,-73.85
2011-12-19 00:00:00,49,27,38,0,0,40.84,-73.85
2011-12-20 00:00:00,49,43,46,0.01,0,40.84,-73.85
2011-12-21 00:00:00,62,42,52,0.18,0,40.84,-73.85
2011-12-22 00:00:00,59,51,55,0.09,0,40.84,-73.85
2011-12-23 00:00:00,51,38,44.5,0.7,0,40.84,-73.85
2011-12-24 00:00:00,38,31,34.5,0,0,40.84,-73.85
2011-12-25 00:00:00,47,31,39,0,0,40.84,-73.85
2011-12-26 00:00:00,46,39,42.5,0,0,40.84,-73.85
2011-12-27 00:00:00,58,39,48.5,1.21,0,40.84,-73.85
2011-12-28 00:00:00,52,33,42.5,0,0,40.84,-73.85
2011-12-29 00:00:00,39,26,32.5,0,0,40.84,-73.85
2011-12-30 00:00:00,52,39,45.5,0,0,40.84,-73.85
2011-12-31 00:00:00,54,45,49.5,0.02,0,40.84,-73.85
2012-01-01 00:00:00,53,44,48.5,0.1,0,40.84,-73.85
2012-01-02 00:00:00,50,35,42.5,0,0,40.84,-73.85
2012-01-03 00:00:00,35,18,26.5,0,0,40.84,-73.85
2012-01-04 00:00:00,30,16,23,0,0,40.84,-73.85
2012-01-05 00:00:00,41,29,35,0,0,40.84,-73.85
2012-01-06 00:00:00,53,37,45,0,0,40.84,-73.85
2012-01-07 00:00:00,62,42,52,0,0,40.84,-73.85
2012-01-08 00:00:00,48,35,41.5,0,0,40.84,-73.85
2012-01-09 00:00:00,43,33,38,0,0,40.84,-73.85
2012-01-10 00:00:00,47,34,40.5,0,0,40.84,-73.85
2012-01-11 00:00:00,47,36,41.5,0.06,0,40.84,-73.85
2012-01-12 00:00:00,44,41,42.5,0.86,0,40.84,-73.85
2012-01-13 00:00:00,48,29,38.5,0.04,0,40.84,-73.85
2012-01-14 00:00:00,33,27,30,0,0,40.84,-73.85
2012-01-15 00:00:00,27,16,21.5,0,0,40.84,-73.85
2012-01-16 00:00:00,36,17,26.5,0.05,0.2,40.84,-73.85
2012-01-17 00:00:00,52,35,43.5,0.19,0,40.84,-73.85
2012-01-18 00:00:00,52,25,38.5,0,0,40.84,-73.85
2012-01-19 00:00:00,37,20,28.5,0,0,40.84,-73.85
2012-01-20 00:00:00,37,25,31,0,0,40.84,-73.85
2012-01-21 00:00:00,28,21,24.5,0.38,3.7,40.84,-73.85
2012-01-22 00:00:00,34,18,26,0,0,40.84,-73.85
2012-01-23 00:00:00,51,34,42.5,0.34,0,40.84,-73.85
2012-01-24 00:00:00,53,43,48,0,0,40.84,-73.85
2012-01-25 00:00:00,44,37,40.5,0,0,40.84,-73.85
2012-01-26 00:00:00,39,34,36.5,0.24,0,40.84,-73.85
2012-01-27 00:00:00,57,39,48,0.52,0,40.84,-73.85
2012-01-28 00:00:00,47,38,42.5,0,0,40.84,-73.85
2012-01-29 00:00:00,44,34,39,0,0,40.84,-73.85
2012-01-30 00:00:00,40,34,37,0,0,40.84,-73.85
2012-01-31 00:00:00,58,38,48,0,0,40.84,-73.85
2012-02-01 00:00:00,61,49,55,0.05,0,40.84,-73.85
2012-02-02 00:00:00,51,36,43.5,0,0,40.84,-73.85
2012-02-03 00:00:00,43,30,36.5,0,0,40.84,-73.85
2012-02-04 00:00:00,46,36,41,0,0,40.84,-73.85
2012-02-05 00:00:00,38,32,35,0,0,40.84,-73.85
2012-02-06 00:00:00,51,34,42.5,0,0,40.84,-73.85
2012-02-07 00:00:00,48,39,43.5,0,0,40.84,-73.85
2012-02-08 00:00:00,39,31,35,0.01,0.2,40.84,-73.85
2012-02-09 00:00:00,46,31,38.5,0,0,40.84,-73.85
2012-02-10 00:00:00,46,35,40.5,0,0,40.84,-73.85
2012-02-11 00:00:00,38,32,35,0.04,0,40.84,-73.85
2012-02-12 00:00:00,33,21,27,0,0,40.84,-73.85
2012-02-13 00:00:00,43,28,35.5,0,0,40.84,-73.85
2012-02-14 00:00:00,45,37,41,0.02,0,40.84,-73.85
2012-02-15 00:00:00,45,39,42,0.03,0,40.84,-73.85
2012-02-16 00:00:00,42,35,38.5,0.22,0,40.84,-73.85
2012-02-17 00:00:00,50,41,45.5,0.04,0,40.84,-73.85
2012-02-18 00:00:00,48,36,42,0.02,0,40.84,-73.85
2012-02-19 00:00:00,43,34,38.5,0,0,40.84,-73.85
2012-02-20 00:00:00,44,31,37.5,0,0,40.84,-73.85
